patientid,min,mean,max,std
dsb_c2af7c1d6159ae152a79f32d88c33ab2.npz,0.00102,0.63301,0.99988,0.38684
dsb_9c779a4e5e56c77131f8e99d5eacb766.npz,0.00051,0.50769,0.99984,0.45545
dsb_25782c40c29f7d774f8b644f3e68b590.npz,0.00144,0.51267,0.99985,0.44913
dsb_5bb9185543527cd034aa48fc0b623874.npz,0.00173,0.67611,0.99987,0.38463
dsb_92abfd85dd6afb639e9a8b60aaa08262.npz,0.00148,0.50426,0.99985,0.36775
dsb_f395ca14ccb03ad40e98d1473cf686ef.npz,0.00093,0.58843,0.99982,0.44875
dsb_479078cdf18cd6b677b79d2d9b075d81.npz,0.00088,0.55212,0.99987,0.41470
dsb_b83ce5267f3fd41c7029b4e56724cd08.npz,0.00149,0.59094,0.99988,0.38335
dsb_f447ac9884a349a4ae56326cf680ae18.npz,0.00106,0.67028,0.99988,0.41171
dsb_d654966fd2498de023552b830c07a659.npz,0.00154,0.74054,0.99988,0.37629
dsb_fb99a80cbb2f441bb90135bab5b029fe.npz,0.00123,0.46228,0.99988,0.36610
dsb_7d46ce019d79d13ee9ce8f18e010e71a.npz,0.00133,0.62482,0.99987,0.39385
dsb_72609c2be68be9d7c9cde3d0127c05ac.npz,0.00120,0.62920,0.99987,0.43602
dsb_a8ff92ed7d8cf90d24f67ba6614c3e4f.npz,0.00106,0.64326,0.99986,0.42573
dsb_6799964c08ad5ce7740defcd3bd037a6.npz,0.00110,0.60075,0.99987,0.44342
dsb_2969c7ad0e550fee1f4a68fcb3bbb9e5.npz,0.00126,0.67178,0.99984,0.38918
dsb_2f77fd993fbd858dec3c085b9ff1a3a2.npz,0.00114,0.68411,0.99984,0.38475
dsb_6fd582d25eeb2250c2b0996c4216deb9.npz,0.00150,0.72806,0.99988,0.36945
dsb_af6d573b8c6804e14e3a7b07a376e593.npz,0.00162,0.73554,0.99988,0.37229
dsb_49433c1588cc078b825a0eff1dc2e816.npz,0.00133,0.36026,0.99985,0.31266
dsb_7b43882369098df840e51421e6059aea.npz,0.00104,0.37339,0.99987,0.43733
dsb_529e4dd38822b413a4a87e6f4faa5f23.npz,0.00127,0.55581,0.99985,0.43533
dsb_cd104ad99d5b939b6bdd28b154e28085.npz,0.00152,0.55909,0.99987,0.38698
dsb_0bd0e3056cbf23a1cb7f0f0b18446068.npz,0.00146,0.55201,0.99988,0.42706
dsb_933cc0dec1c737d9654820453ce64284.npz,0.00097,0.50858,0.99986,0.37681
dsb_7bcecfdddd3bd47e3b36ffb05bbdab60.npz,0.00271,0.75349,0.99988,0.35891
dsb_e414153d0e52f70cbe27c129911445a0.npz,0.00122,0.65035,0.99986,0.42103
dsb_2fa939efbc3e1c2bc57ba5a98922ff3b.npz,0.00157,0.72725,0.99988,0.38070
dsb_f74cbe4dda0f80dd66e15e64563689c6.npz,0.00115,0.45555,0.99986,0.44229
dsb_58bac12ccb44919bbd64271f38ee0584.npz,0.00124,0.70413,0.99985,0.39778
dsb_88be713eb83cec7d31c4553ca05b2019.npz,0.00182,0.49552,0.99988,0.43297
dsb_e5438d842118e579a340a78f3c5775cc.npz,0.00178,0.58964,0.99988,0.44217
dsb_14f713c1ef037f6c531cffdff0e5fb2c.npz,0.00147,0.40752,0.99988,0.44520
dsb_d833b4c1530183c1b3eae02e9a2cd735.npz,0.00194,0.75314,0.99988,0.35991
dsb_55baceb599dc8aefe4b13c131d0531df.npz,0.00224,0.64888,0.99988,0.42844
dsb_2346e52f9370d9dd58172eb44b2b5d87.npz,0.00126,0.50112,0.99988,0.43796
dsb_2a2300103f80aadbfac57516d9a95365.npz,0.00140,0.49796,0.99988,0.36245
dsb_352c23fe8a3d0640ea531a6bf223732c.npz,0.00132,0.68713,0.99988,0.37718
dsb_ce0609052ba7b533e2974728b0c76bfe.npz,0.00070,0.63381,0.99986,0.40907
dsb_b17cb533d71d63d548ce47b48b34c23c.npz,0.00147,0.58800,0.99988,0.41889
dsb_4f1573f5cab1aaaebff33287682c5fbd.npz,0.00154,0.66609,0.99987,0.38182
dsb_d7e5640b52c8e092ec277febc81478da.npz,0.00121,0.11039,0.99988,0.27164
dsb_654f2095bace27af870cdfcc66f9717c.npz,0.00179,0.72038,0.99988,0.36841
dsb_da8fea00d3e921e5d8ab4d90a7f6002f.npz,0.00098,0.59702,0.99986,0.43691
dsb_eacb38abacf1214f3b456b6c9fa78697.npz,0.00117,0.61354,0.99987,0.43288
dsb_aea6f1621333074412b9a6acdcda31a9.npz,0.00172,0.71706,0.99989,0.38834
dsb_ca4e1486c548679a9c682b6fa1a779d9.npz,0.00156,0.66279,0.99986,0.36992
dsb_ced4f41abff9290b0638b0a25cd5a26d.npz,0.00173,0.62302,0.99988,0.41982
dsb_c68ec9a72b87f4bb7935534182145733.npz,0.00085,0.51693,0.99985,0.44768
dsb_1ff6e2a80eb74396e09460c61ae69fb0.npz,0.00136,0.53106,0.99989,0.45075
dsb_b921bb8f821ccab27ab69ea94b8149a7.npz,0.00135,0.62632,0.99988,0.41206
dsb_9e680611b54f8fad7acf818b15385002.npz,0.00104,0.53168,0.99985,0.44592
dsb_04a8c47583142181728056310759dea1.npz,0.00289,0.58736,0.99988,0.34290
dsb_cca8f8cc51b58df2a4804a7aee8eef8c.npz,0.00159,0.54747,0.99986,0.37985
dsb_cd68d1a14cc504e3f7434d5cc324744d.npz,0.00111,0.63767,0.99986,0.41052
dsb_839502f9ff68fd778b435255690f3061.npz,0.00216,0.70378,0.99988,0.37185
dsb_2e26f46f1edc232be164c1fe2712e96a.npz,0.00126,0.57763,0.99987,0.39987
dsb_c24798432bb6a0d4c80df831b8e09246.npz,0.00078,0.54452,0.99985,0.41225
dsb_7471f583e1fb0e34d9e582c313af4358.npz,0.00204,0.72912,0.99988,0.39308
dsb_fe45462987bacc32dbc7126119999392.npz,0.00074,0.62536,0.99987,0.40374
dsb_cc1b7e34d9eba737c9fb91316463e8f7.npz,0.00083,0.46388,0.99980,0.45884
dsb_9e878fd779fb4d20aaa80db151643442.npz,0.00053,0.55144,0.99978,0.42434
dsb_3d521ee3776eefb65953f89c0e1a4f96.npz,0.00163,0.74355,0.99988,0.36958
dsb_56e0f421b7faddcae027d7feb6dae8cd.npz,0.00141,0.68458,0.99988,0.40151
dsb_bbed0d350caad0e19e5b0fc858097ce4.npz,0.00168,0.55861,0.99987,0.36983
dsb_1a9e2aad4b87512636f4f9d82c36a3ef.npz,0.00158,0.65116,0.99983,0.38815
dsb_8e7638040431e1d91dffa4497f7078d9.npz,0.00117,0.43014,0.99986,0.44487
dsb_cf3034c8828df3c2c23fa697ffde07fa.npz,0.00130,0.44747,0.99984,0.34952
dsb_cf0a772e90a14d77d664ce9baedf0e5c.npz,0.00161,0.65528,0.99986,0.36952
dsb_e6d8ae8c3b0817df994a1ce3b37a7efb.npz,0.00110,0.32574,0.99988,0.42147
dsb_fc545aa2f58509dc6d81ef02130b6906.npz,0.00096,0.65086,0.99985,0.41583
dsb_de881c07adc8d53e52391fac066ccb9f.npz,0.00075,0.56113,0.99983,0.40948
dsb_2d596b6ead89ab35577fe625a9a17cbb.npz,0.00113,0.52418,0.99986,0.44620
dsb_84402e42c992259ac8cdd98b51d4fba3.npz,0.00101,0.27717,0.99986,0.40222
dsb_d5c43054ba0f66d5017a8ddfde8c8c34.npz,0.00166,0.47898,0.99982,0.35846
dsb_df54dc42705decd3f75ec8fd8040e76e.npz,0.00211,0.41977,0.99988,0.44328
dsb_6a145c28d3b722643f547dfcbdf379ae.npz,0.00094,0.57764,0.99984,0.44241
dsb_bd87def5b7e1ec4f0057cde049995d83.npz,0.00150,0.58652,0.99988,0.43201
dsb_5275c7ec0f1d80c829611c378708c05b.npz,0.00215,0.61252,0.99989,0.43472
dsb_a76b682e74918492c1f2ca4c13c29885.npz,0.00163,0.72005,0.99988,0.39380
dsb_0708c00f6117ed977bbe1b462b56848c.npz,0.00144,0.17693,0.99988,0.34106
dsb_98ea0b7d586e5e888e31633772f4df94.npz,0.00104,0.35879,0.99988,0.42263
dsb_1030bb45e9f660c3466f013dcb270520.npz,0.00107,0.58146,0.99984,0.43180
dsb_4cc8af2efef2f41bf70684be25276ce5.npz,0.00106,0.69418,0.99984,0.38724
dsb_af7420c5b1c47763ecb5f6e286517b2e.npz,0.00113,0.75430,0.99987,0.37154
dsb_75150225ab1f5d910bc64ad68ea4d221.npz,0.00168,0.64626,0.99988,0.36567
dsb_303b4b8425389134997a38b975c205d3.npz,0.00108,0.49459,0.99982,0.37951
dsb_af4dfdda000c16c4cb77ea236cf1e524.npz,0.00107,0.70660,0.99985,0.38688
dsb_efd5b9e8cb651e18eba6a9623e36e7be.npz,0.00081,0.32559,0.99988,0.42104
dsb_89f003dbfbdbd18a5cdeb9b128cb075b.npz,0.00121,0.38076,0.99988,0.41808
dsb_82df9b029653e867e86ce9e86ca7275c.npz,0.00173,0.58857,0.99988,0.38090
dsb_21bdacdcdb87bf401f34d5d582247c77.npz,0.00167,0.71037,0.99988,0.38476
dsb_66fb40934f0be4b301fe27db7fb62299.npz,0.00213,0.69722,0.99988,0.35867
dsb_24deb9f7adc838e4a4aaa2c905c548e6.npz,0.00187,0.66329,0.99989,0.36958
dsb_f243bd277f1876a77a0fb18f9092105a.npz,0.00061,0.63451,0.99981,0.42865
dsb_e572e978c2b50aca781e6302937e5b13.npz,0.00152,0.68353,0.99988,0.38417
dsb_b0d5ba3a5ac7998791f7e484c070dcb9.npz,0.00181,0.73572,0.99988,0.35637
dsb_2ed2ec628e6ad9d0aa8c2a9b7bf4c4ce.npz,0.00200,0.56938,0.99988,0.41485
dsb_99ce8aa6c0afe0e418f49823f8639776.npz,0.00199,0.56410,0.99989,0.43997
dsb_7c2b72f9e0f5649c22902292febdc89f.npz,0.00104,0.58235,0.99986,0.36522
dsb_d3bc6721c1b0830137515e9c0c31612b.npz,0.00082,0.71302,0.99983,0.38070
dsb_14afefc82d992018c485949285d20c03.npz,0.00195,0.65021,0.99988,0.41694
dsb_9ce92cb785c9878389bd5f765a07e1ae.npz,0.00158,0.55718,0.99988,0.43131
dsb_3557455d81f42ee54ad0544f36933e9a.npz,0.00187,0.33470,0.99988,0.41927
dsb_1b2355e6054759f2f0eb2542ed382b78.npz,0.00220,0.63284,0.99987,0.37664
dsb_7395f64fba89c2463a1b13c400adf876.npz,0.00149,0.71555,0.99987,0.36235
dsb_d73264d2c4f71ef6bf8593ac55565d93.npz,0.00161,0.61994,0.99987,0.43415
dsb_4b2f615f5498ee9d935b0229a2e6bb19.npz,0.00173,0.59853,0.99987,0.38922
dsb_991a2fe88aeb9ef23bb011e3843c9105.npz,0.00116,0.68583,0.99986,0.38804
dsb_901ed0a38aa16933c04ffd531b0aa2cf.npz,0.00123,0.66449,0.99987,0.40679
dsb_608202eb3c368512e55e9e339a203790.npz,0.00139,0.63898,0.99988,0.43305
dsb_05a20caf6ab6df4643644c953f06a5eb.npz,0.00133,0.54010,0.99987,0.44715
dsb_afb37b10bd304fa2c7b70cfaf1f489ed.npz,0.00155,0.58232,0.99989,0.44075
dsb_b997943f8b95d72ca9a3c36f5c695412.npz,0.00190,0.75873,0.99988,0.35168
dsb_2b55d9c3f8e05951c87e90d2361aca6a.npz,0.00110,0.05451,0.99988,0.20315
dsb_40c044145f5c87c12bd8c725924add3c.npz,0.00112,0.56905,0.99984,0.44009
dsb_9f73628a5e06cfc6723f3ee2ae4b96c4.npz,0.00119,0.61590,0.99988,0.44047
dsb_f6a2e171a3be579b564cd855985ab9d1.npz,0.00123,0.60262,0.99987,0.38243
dsb_57822feb6186b788c4e1877123428454.npz,0.00121,0.65154,0.99987,0.39375
dsb_e188bdeea72bb41d980dc2556dc8aafa.npz,0.00185,0.69133,0.99987,0.36311
dsb_003f41c78e6acfa92430a057ac0b306e.npz,0.00149,0.58274,0.99988,0.42973
dsb_a19a122fe9a790576b57c6bd5cf9ff5c.npz,0.00263,0.23036,0.99980,0.16656
dsb_8bbad07d91788b97cf894a05a152d291.npz,0.00138,0.67650,0.99987,0.39750
dsb_9b797e680158d10e5ae2f9166c1dabb4.npz,0.00123,0.72765,0.99987,0.37292
dsb_893fbc465b9d8a25569659a2bac154ef.npz,0.00182,0.68616,0.99988,0.38524
dsb_aa198aacdec142168b8de04c4444054e.npz,0.00096,0.60694,0.99989,0.43534
dsb_d0baf38ff8d974e7b59c23fd43713de9.npz,0.00130,0.44585,0.99985,0.32906
dsb_064366faa1a83fdcb18b2538f1717290.npz,0.00098,0.44541,0.99987,0.43668
dsb_c2e546795f1ea2bd7f89ab3b4d13e761.npz,0.00181,0.67601,0.99988,0.37023
dsb_f55f99177e8b4b267c71b4e5fa4116be.npz,0.00124,0.62974,0.99986,0.42278
dsb_a0cdb677841933136fd15257e3c47fe6.npz,0.00204,0.75686,0.99988,0.36642
dsb_cd10ceca9862ba0cc2ffd0ed8c9b055c.npz,0.00166,0.46572,0.99988,0.45104
dsb_229b8b785f880f61d8dad636c3dc2687.npz,0.00133,0.53681,0.99986,0.44292
dsb_cb94c3f894fc93c1ec0eb436c8564ed3.npz,0.00194,0.64779,0.99988,0.37402
dsb_bfb3e2d11c149036bbe12566ef6b933c.npz,0.00123,0.29068,0.99989,0.40804
dsb_d03127f497cae40bcbd9996b4d1f5b90.npz,0.00166,0.45062,0.99988,0.44636
dsb_834dd009c49e7faaf8e4caba668a2d8f.npz,0.00164,0.52312,0.99988,0.44616
dsb_9f52323d216f89d300612cfac0122d8b.npz,0.00145,0.69303,0.99988,0.37950
dsb_fcfab3eddbdf0421c39f71d651cc5c56.npz,0.00146,0.71275,0.99987,0.39554
dsb_1dab3271160e1380c5a70a1e3ba40cb7.npz,0.00159,0.76549,0.99987,0.36041
dsb_3244f802b7bd7c02ba7a8473802e947d.npz,0.00166,0.64455,0.99988,0.39878
dsb_180737a8b34cf2c88b00dfad3e7556ae.npz,0.00120,0.45613,0.99988,0.41187
dsb_fa7bf17071e3234ab1f350341303b174.npz,0.00111,0.58016,0.99988,0.40930
dsb_1bb17a55702a78142cd05cd1063c82c8.npz,0.00122,0.61545,0.99987,0.37630
dsb_67e87fa621f2e3e838b1b17a898d5b41.npz,0.00130,0.54498,0.99986,0.37214
dsb_fd0c2dfe0b0c58330675c3191cef0d5b.npz,0.00094,0.62043,0.99985,0.43646
dsb_f136a3df63637b499704a49fc0e3dfaf.npz,0.00138,0.50849,0.99987,0.44157
dsb_59fc9d939f05bf3023c1387c1c086520.npz,0.00107,0.66945,0.99984,0.39877
dsb_178663e1e238cdfa4d4eb9679e5d0aa4.npz,0.00199,0.67241,0.99987,0.38349
dsb_7dc59759253943ac070ab2557c219731.npz,0.00154,0.67663,0.99986,0.38476
dsb_432f8765e6b590ec00cc34c8d88456da.npz,0.00088,0.61734,0.99987,0.41720
dsb_68f4dff6dd1f135488e83b8a4ee6e20e.npz,0.00149,0.65258,0.99988,0.36456
dsb_968808e60982c76366088b4db7254671.npz,0.00213,0.33312,0.99987,0.25151
dsb_385f1f49b0c20563177c36b7470f1c46.npz,0.00200,0.69824,0.99988,0.39445
dsb_321364cc2393dccb7ba8894ee9d2b269.npz,0.00192,0.72978,0.99987,0.34779
dsb_8c63c8ebd684911de92509a8a703d567.npz,0.00183,0.70132,0.99987,0.39002
dsb_b6687898fe385b68d5ae341419ef3fdd.npz,0.00147,0.62168,0.99987,0.39412
dsb_8f6e50767b3bc4367bfe551b0ed73773.npz,0.00162,0.69628,0.99988,0.38207
dsb_d68bfca920fd548909bd9c7eb5694b9d.npz,0.00210,0.68310,0.99986,0.37095
dsb_a5bb766ab3b1bc5a8023a50a956595f2.npz,0.00184,0.74192,0.99987,0.36486
dsb_0d06d764d3c07572074d468b4cff954f.npz,0.00091,0.52680,0.99986,0.39852
dsb_931253c408c440a8494dfaa74251efd3.npz,0.00124,0.40639,0.99980,0.36694
dsb_b53168fc0e9800e06de66f53daf9c5f9.npz,0.00085,0.64679,0.99987,0.42727
dsb_25a3b616f6cc89e74f6502d65b687972.npz,0.00215,0.60328,0.99988,0.40972
dsb_0eb39d23d0f68ade9b5d8e6b3aee04d2.npz,0.00201,0.25964,0.99988,0.19359
dsb_6a7f1fd0196a97568f2991c885ac1c0b.npz,0.00226,0.75859,0.99980,0.35265
dsb_dcdf0b64b314e08e8f71f3bec9ecb080.npz,0.00190,0.49827,0.99988,0.44657
dsb_1fb4887efd403cd9c0f6970fc8b679b5.npz,0.00172,0.50284,0.99988,0.45240
dsb_76f36ea4858c572b425eb915e1b27c8d.npz,0.00167,0.45088,0.99985,0.44224
dsb_1c24a09fa32147d9083ff93f171e1102.npz,0.00264,0.48650,0.99988,0.32292
dsb_c98675ecb5bdc7eb35c69d730da05df1.npz,0.00201,0.63987,0.99987,0.34572
dsb_a3cb12d3b8d5c64fa55f27208fe13a07.npz,0.00132,0.71004,0.99988,0.39442
dsb_dd281294b34eb6deb76ef9f38169d50e.npz,0.00120,0.61018,0.99988,0.42422
dsb_b1184cbc6dfa46734807211f95f3c998.npz,0.00083,0.47744,0.99983,0.44035
dsb_be9a2df5a16434e581c6a0625c290591.npz,0.00156,0.65115,0.99983,0.38114
dsb_5c69c62e94dde61c690563eb3553a561.npz,0.00072,0.55212,0.99983,0.41120
dsb_456a7dd28233b398ac83f03c80447b5a.npz,0.00127,0.48854,0.99987,0.45030
dsb_1c42a5da837f4122d2c3b59ca9b5f0fb.npz,0.00124,0.70969,0.99987,0.37781
dsb_e10c2b829c39d4a500c09caf04d461a1.npz,0.00118,0.69637,0.99987,0.38266
dsb_4d621b0adb6b46b353056e1843621c5f.npz,0.00132,0.62845,0.99988,0.37145
dsb_a73f098ed638571f8db71a20e1551875.npz,0.00170,0.57747,0.99988,0.44268
dsb_934bc93ae41ee1d98c7c44d483327f8d.npz,0.00131,0.70118,0.99986,0.37387
dsb_eff5b5a7c7245fa8f4661d7e88f8bc7f.npz,0.00116,0.49205,0.99987,0.36398
dsb_d42c998d037fb3003faba541e2cf649a.npz,0.00151,0.68445,0.99988,0.38666
dsb_274297dd9a4f66148754944ae2b6731c.npz,0.00156,0.55915,0.99988,0.43792
dsb_3fcfd27d83883f454ba2fe58dee4abea.npz,0.00203,0.63843,0.99988,0.41663
dsb_5a2e359e859d0b0d7c159fff87950852.npz,0.00098,0.35679,0.99984,0.33994
dsb_eb8d5136918d6859ca3cc3abafe369ac.npz,0.00130,0.70879,0.99989,0.38789
dsb_2488c5b32e837dc848fe6fe4b1bbb7cb.npz,0.00183,0.52625,0.99987,0.34088
dsb_844032970cb66839f748512acba0be8e.npz,0.00106,0.51808,0.99987,0.44578
dsb_ee9c580272cd02741df7299892602ac7.npz,0.00138,0.54944,0.99987,0.39355
dsb_7577cbd6961b0cab27f88727dcd2d6d3.npz,0.00176,0.65771,0.99988,0.36872
dsb_e46973b13a7a6f421430d81fc1dda970.npz,0.00182,0.74225,0.99987,0.37147
dsb_ac3345a5a05655c6bcce7d0b226a0042.npz,0.00146,0.70447,0.99986,0.39503
dsb_edae2e1edd1217d0c9e20eff2a7b2dd8.npz,0.00167,0.75223,0.99988,0.36162
dsb_a01074fefbae0234398c365adf970118.npz,0.00157,0.63383,0.99988,0.41927
dsb_3a5bbc2f1f5d6d76a48ba5300105d998.npz,0.00190,0.61181,0.99988,0.37078
dsb_ae4e9d8aab8f8f5ae975bcca923f468d.npz,0.00146,0.49277,0.99988,0.44972
dsb_a6f09ff7b85c72ee28a9e725bb1ec652.npz,0.00225,0.74839,0.99987,0.37817
dsb_302336ac736ed66077456775a0a99adc.npz,0.00147,0.56460,0.99988,0.44594
dsb_13bb12b3b27d5a7b4b142503a1ae9e73.npz,0.00168,0.69488,0.99988,0.40052
dsb_66a92d789e440d3dbef3c69d20e20694.npz,0.00174,0.51960,0.99987,0.37073
dsb_e42065c1145ccf734312cb9edbe5234b.npz,0.00123,0.67077,0.99984,0.37696
dsb_6f43af3f636f37b9695b58378f9265cc.npz,0.00142,0.57071,0.99989,0.44038
dsb_118be21b7e0c3058b29a524686391c66.npz,0.00239,0.46197,0.99986,0.31840
dsb_186d95f7c17fd666726c10251072d44b.npz,0.00179,0.63970,0.99987,0.35916
dsb_a858e3c7cf53e0996d76f57f2210c59c.npz,0.00149,0.64254,0.99988,0.42255
dsb_39c404ac6b5852fc8ff00d34bd35294f.npz,0.00172,0.66532,0.99987,0.40475
dsb_c278a6dc82c323254ff53c58db759908.npz,0.00187,0.67166,0.99988,0.40452
dsb_98bde8f061ae92dd23b0708fdf41381e.npz,0.00118,0.51485,0.99987,0.44468
dsb_ae2fdcd8daa3fede6ae23cc63a8d9a82.npz,0.00158,0.63502,0.99988,0.41452
dsb_fbaa8548e6c3753836579c7987d0034d.npz,0.00112,0.34833,0.99985,0.41525
dsb_4af17bcb31669a9eab0b6ef8e22a8dcf.npz,0.00131,0.59682,0.99989,0.42653
dsb_4cd70a98baca46b116071b32788d3c2d.npz,0.00115,0.64078,0.99988,0.40658
dsb_2eb8aedb5274414e05041b7be65db3e3.npz,0.00082,0.68993,0.99987,0.38155
dsb_ef6a37afe024d33b4b1bb2fdee054a59.npz,0.00165,0.72982,0.99988,0.36672
dsb_dd5764803d51c71a27707d9db8c84aac.npz,0.00170,0.73262,0.99988,0.36828
dsb_d1131708024b32032ade1ef48d115915.npz,0.00086,0.62174,0.99986,0.41744
dsb_07b1defcfae5873ee1f03c90255eb170.npz,0.00114,0.30468,0.99988,0.42225
dsb_dcde02d4757bb845376fa6dbb0351df6.npz,0.00166,0.67051,0.99986,0.40982
dsb_9b7524785a9bf40f0651deeb3b05b75f.npz,0.00199,0.63054,0.99988,0.42258
dsb_31f35f920a472a1c3eacb565fe027923.npz,0.00212,0.48127,0.99988,0.44864
dsb_7050f8141e92fa42fd9c471a8b2f50ce.npz,0.00156,0.70673,0.99988,0.39885
dsb_8a97ff581c17a49a3ef97144efde8a19.npz,0.00085,0.54458,0.99987,0.40499
dsb_5da3dd09c0d0d597287a9a1046cced37.npz,0.00127,0.64960,0.99986,0.39471
dsb_23e309ef3a674bcd9c8df40614b93a8e.npz,0.00187,0.39796,0.99988,0.44099
dsb_08643d7b9ce18405fb63f63dda258e76.npz,0.00066,0.49043,0.99983,0.45624
dsb_3464083b3e6e7c11d1fba925f0b914cd.npz,0.00197,0.66938,0.99984,0.40696
dsb_7bc437435c5677d361177adb80547bd0.npz,0.00056,0.57566,0.99984,0.45307
dsb_c87a713d17522698958de55c97654beb.npz,0.00173,0.72423,0.99985,0.36554
dsb_f89e3d0867e27be8e19d7ed50e1eb7e8.npz,0.00155,0.73969,0.99988,0.34414
dsb_c1ba619e3b49e0cb7798bd10465c2b29.npz,0.00205,0.59291,0.99986,0.40998
dsb_eed4db0cb0576c274de569e98a56a270.npz,0.00229,0.66430,0.99988,0.39337
dsb_f0459473753b99105e9723f122022ad0.npz,0.00150,0.62999,0.99988,0.43108
dsb_80bda1afde73204abd74d1ebd2758382.npz,0.00065,0.54956,0.99983,0.44353
dsb_8ed68f2dbf103a4bc0fd8708d8c1ac93.npz,0.00155,0.66398,0.99985,0.39368
dsb_7180c83eb184d5c9dfcbda228ab91213.npz,0.00147,0.66010,0.99985,0.39405
dsb_7ae953bb9e0356d2990ee6655c8bd168.npz,0.00193,0.66476,0.99987,0.36642
dsb_5f3b9b59f957fea0a5e8cc506e12652e.npz,0.00177,0.62917,0.99989,0.40176
dsb_b06ccf39536d0e3e0e8c78ba599ed23b.npz,0.00159,0.61872,0.99988,0.43428
dsb_4062f1ad138218af5a3dfa3186d2afe1.npz,0.00125,0.54108,0.99984,0.44896
dsb_17ffaa3e8b53cc48e97fc6b87114e6dd.npz,0.00137,0.65809,0.99988,0.42429
dsb_c65d665029c9561bc408f3651c3e2db2.npz,0.00116,0.51707,0.99988,0.44421
dsb_c67e799bcc1e2635eb9164f6e8cf75f3.npz,0.00140,0.50643,0.99988,0.43982
dsb_430596d1bfa6ec9a7bfa7359194a561c.npz,0.00106,0.49072,0.99987,0.43163
dsb_0f5ab1976a1b1ef1c2eb1d340b0ce9c4.npz,0.00086,0.65051,0.99987,0.41654
dsb_6d01b46b619b9f6d8c78dbd3f6864372.npz,0.00144,0.35184,0.99988,0.43535
dsb_5c4c25f93529bf21469f81a0acd5d324.npz,0.00146,0.66446,0.99988,0.39739
dsb_f29d00ddf6d9846aa600c3f0edf5f952.npz,0.00198,0.70275,0.99988,0.39292
dsb_008464bb8521d09a42985dd8add3d0d2.npz,0.00087,0.66015,0.99983,0.37925
dsb_1c81d86923dad37b411f3a5936eb622d.npz,0.00230,0.70195,0.99988,0.40173
dsb_331b14e413e88542855664c845c08c63.npz,0.00139,0.47251,0.99987,0.44113
dsb_a590753c175011e42bf17b90e3aec3b0.npz,0.00225,0.69694,0.99988,0.36386
dsb_a6efbb642c60022fe194da17d71a7fb3.npz,0.00169,0.76010,0.99988,0.37023
dsb_154a79706bcecd0402b913d4bee9eed7.npz,0.00127,0.66542,0.99987,0.39545
dsb_35b9a3e9871499893f76c8e6c648562c.npz,0.00182,0.64777,0.99988,0.38281
dsb_975f7f3c5bad9e9f0bc31e723fd6f793.npz,0.00156,0.43850,0.99987,0.43956
dsb_4dcd34bd9b10f96453b63d4f55d1fd44.npz,0.00149,0.27157,0.99988,0.40372
dsb_159bc8821a2dc39a1e770cb3559e098d.npz,0.00144,0.72304,0.99988,0.35752
dsb_f44dd045f6dcb1e477e6d3dc0f29d7e8.npz,0.00227,0.73465,0.99988,0.37303
dsb_eda58f4918c4b506cd156702bf8a56a3.npz,0.00202,0.66562,0.99988,0.40180
dsb_2d977650e6388d2c45825a77e94437a2.npz,0.00113,0.56231,0.99986,0.44778
dsb_9e922147900b3984c9345bdda573e882.npz,0.00104,0.70078,0.99987,0.39421
dsb_50cdacec399071cf70d8badd2511d0b3.npz,0.00184,0.42484,0.99988,0.44129
dsb_74b542d34b61740c1933d2c953403aa6.npz,0.00166,0.51387,0.99986,0.34707
dsb_1748ad43b222be66f3e5ae4bd70c02ac.npz,0.00154,0.55337,0.99986,0.37233
dsb_f69c80f898c9dfd8d3595b7ca7b8c66c.npz,0.00196,0.53599,0.99988,0.33992
dsb_d0c1c175814c610bc333080152a605f7.npz,0.00153,0.48207,0.99989,0.45111
dsb_a6b7aa6b98dd87cf75a5e1f707369832.npz,0.00170,0.48767,0.99986,0.33920
dsb_763288341ee363a264fe45a28ea28c21.npz,0.00194,0.73030,0.99988,0.37429
dsb_c3e23e84b9f9f31c3ba5458c7f43ec52.npz,0.00184,0.66913,0.99988,0.37265
dsb_e43afa905c8e279f818b2d5104f6762b.npz,0.00121,0.73916,0.99987,0.38302
dsb_415ea74bca59eb0ecd5ebb9c2c545f9d.npz,0.00084,0.51669,0.99984,0.45366
dsb_e858263b89f0bb57597bcff325eaeecf.npz,0.00132,0.63398,0.99985,0.42762
dsb_6d3be6081d76d2365b080e599628d3bc.npz,0.00172,0.63182,0.99988,0.36808
dsb_eb008af181f3791fdce2376cf4773733.npz,0.00139,0.52398,0.99985,0.42775
dsb_daaf7680aa9a2b519e53b0e38300163d.npz,0.00226,0.66010,0.99988,0.40667
dsb_76a77d945cd4c568f3b602957e1ec031.npz,0.00112,0.58459,0.99988,0.43307
dsb_2f154a687b94f7b59fec7048cbfb5354.npz,0.00145,0.47790,0.99987,0.45127
dsb_bb94bc5dd4656a2387bafb6098311175.npz,0.00159,0.51174,0.99988,0.35991
dsb_66cef72d8428dbba31f2ab01abdaf6ca.npz,0.00151,0.68344,0.99989,0.39594
dsb_4fb3d996e87999e0dfa0009a3e5f0fbc.npz,0.00168,0.57590,0.99987,0.35400
dsb_f7a03adba817f2a2249b9dee0586f4be.npz,0.00152,0.56793,0.99988,0.43106
dsb_34c0760406297a3c8fd5077fb7cd95b0.npz,0.00142,0.62909,0.99988,0.37146
